Ticket Number,Date Created,Subject,From,From Email,Priority,Department,Type,Source,Current Status,Last Updated,Due Date,Agent Assigned,Team Assigned,Thread Count,Attachment Count,Category,Issue Origin,Select Ticket Status Update,Breached SLA
111245,6/28/2019,JDE PROD - Withdraw/ Cancel an approved ER,Jasper John,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/9/2019,7/2/2019,Jared Smith,JDE Support Team,17,3,N/A,N/A,New Ticket,No
111237,6/19/2019,SALN Report blank,Aurora Miller,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/5/2019,6/20/2019,Jared Smith,JDE Support Team,13,2,N/A,N/A,Close Ticket,No
111238,6/20/2019,Errors encountered during test instance,Roland Brown,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/5/2019,6/20/2019,Jared Smith,JDE Support Team,16,8,N/A,N/A,New Ticket,Yes
111228,6/10/2019,Beacon solution account,Erick White,wilson.campus@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,7/4/2019,6/11/2019,Jared Smith,JDE Support Team,4,0,N/A,N/A,New Ticket,Yes
111231,6/11/2019,JDE Error: You have encountered an unexpected....,Kimberly Jones,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/1/2019,6/12/2019,Jared Smith,JDE Support Team,12,3,N/A,N/A,New Ticket,Yes
111161,3/29/2019,Login page Username field Issue (29 March 2019),Kian Rogers,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/1/2019,3/30/2019,Jared Smith,JDE Support Team,20,9,N/A,N/A,Close Ticket,Yes
111230,6/11/2019,JDE Test Instance not accessible,Kian Rogers,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/28/2019,6/11/2019,Jared Smith,JDE Support Team,7,1,N/A,N/A,New Ticket,No
111212,5/28/2019,Database Access,Kian Rogers,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,6/21/2019,5/28/2019,Stellar Murad,SAP Support Team,10,0,N/A,N/A,Close Ticket,No
111106,2/1/2019,Request for instructions for post-cloning steps fo,Kian Rogers,rrogers@yahoo.com,Normal,SAP JDE Support Department,Request,Email,Closed,6/21/2019,2/1/2019,Stellar Murad,SAP Support Team,7,1,N/A,N/A,Close Ticket,No
111235,6/19/2019,Request for VPN Account,Riza Richardson,jwirght@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,6/21/2019,6/20/2019,Jared Smith,JDE Support Team,7,0,N/A,N/A,Close Ticket,No
111232,6/11/2019,No student enrolled in class.,Aurora Miller,jasper.john@gmail.com,Normal,SAP JDE Support Department,Request,Web,Closed,6/19/2019,6/12/2019,Jared Smith,SAP Support Team,12,2,N/A,N/A,New Ticket,No
111226,6/6/2019,Cannot delete duplicate records of 3 employees,Troy Daniels,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/19/2019,6/19/2019,Jared Smith,JDE Support Team,17,8,N/A,N/A,New Ticket,No
111229,6/11/2019,OpenVPN locked account,Kian Rogers,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,6/13/2019,6/11/2019,Jared Smith,JDE Support Team,11,0,N/A,N/A,New Ticket,No
111223,6/4/2019,Accounts,Kian Rogers,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,6/10/2019,6/4/2019,Jared Smith,SAP Support Team,9,0,N/A,N/A,Close Ticket,No
111191,5/2/2019,Portal problem,Aurora Miller,wilson.campus@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/7/2019,N/A,Jared Smith,JDE Support Team,15,2,N/A,N/A,New Ticket,Yes
111200,5/14/2019,Unable to received Email Notif. on PassChanged,Jane Wilberts,jbrown@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/3/2019,5/14/2019,Jared Smith,SAP Support Team,25,3,N/A,N/A,Close Ticket,Yes
111192,5/3/2019,JDE PROD - Error Page (03 May 2019),Troy Daniels,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/3/2019,5/3/2019,Jared Smith,JDE Support Team,23,4,N/A,N/A,New Ticket,No
111213,5/28/2019,Request for Read-Only Access to PROD DB,Kian Rogers,wroberts@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Closed,5/31/2019,5/29/2019,Stellar Murad,JDE Support Team,14,1,N/A,N/A,Close Ticket,Yes
111195,5/7/2019,Verify Long-running SQL code,Aurora Miller,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,5/29/2019,5/7/2019,Jared Smith,JDE Support Team,17,4,N/A,N/A,New Ticket,No
111204,5/17/2019,Cross-reg GWA Computation,Aurora Miller,jasper.john@gmail.com,Normal,SAP JDE Support Department,Request,Web,Closed,5/28/2019,5/17/2019,Jared Smith,SAP Support Team,15,0,N/A,N/A,Close Ticket,No
111165,4/2/2019,Reverse Payment with Loan Charge,Marvin Peters,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,5/21/2019,N/A,Jared Smith,SAP Support Team,23,3,N/A,N/A,New Ticket,Yes
111179,4/17/2019,Authority to Fill Error,Jovan Brown,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,5/9/2019,4/18/2019,Jared Smith,JDE Support Team,34,5,N/A,N/A,New Ticket,Yes
111176,4/12/2019,Hung Concurrent Request: Open Budget Year,Aurora Miller,kjones@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,5/9/2019,5/6/2019,Jared Smith,JDE Support Team,37,1,N/A,N/A,New Ticket,Yes
111175,4/11/2019,JDE Prod - DV Approval Issue (11-Apr-2019),John Brown,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,5/6/2019,4/11/2019,Jared Smith,JDE Support Team,8,3,N/A,N/A,Close Ticket,No
111164,4/2/2019,JDE Test Instance - Notification Search Criteria,Kenex Willows,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,5/3/2019,4/3/2019,Jared Smith,JDE Support Team,13,4,N/A,N/A,Open,Yes
111145,3/18/2019,Authentication failed when running Reports,Kenex Willows,keziar@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,5/2/2019,3/19/2019,Jared Smith,JDE Support Team,26,3,N/A,N/A,Close Ticket,Yes
111186,4/25/2019,testing email alerts,John Brown,pradeep.sharma@outlook.com,Normal,Internal Technical Department,Incident / Problem,Phone,Resolved,4/25/2019,4/26/2019,Jose Satary,Hardware Team,5,0,N/A,N/A,New Ticket,No
111170,4/5/2019,Error when opening Java Applet,Jasper John,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,4/22/2019,4/6/2019,Jared Smith,JDE Support Team,12,4,N/A,N/A,Open,Yes
111169,4/4/2019,JDE Test Instance - Workflow Background Process,John Brown,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,4/22/2019,4/5/2019,Jared Smith,JDE Support Team,14,4,N/A,N/A,New Ticket,Yes
111163,4/1/2019,Error when creating Organization on TEST,Jasper John,keziar@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,4/22/2019,4/2/2019,Jared Smith,JDE Support Team,16,2,N/A,N/A,New Ticket,No
111160,3/28/2019,Automatic approval of salary,Aurora Miller,wilson.campus@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,4/22/2019,3/29/2019,Jared Smith,JDE Support Team,10,4,N/A,N/A,Close Ticket,Yes
111159,3/28/2019,Missing Project in App Design/DB,John Brown,jbrown@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,4/16/2019,3/28/2019,Jared Smith,SAP Support Team,22,8,N/A,N/A,New Ticket,Yes
111155,3/22/2019,Error when filing Authority to Fill,John Brown,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,4/15/2019,3/22/2019,Jared Smith,JDE Support Team,19,3,N/A,N/A,Close Ticket,No
111166,4/3/2019,Cannot connect to PROD database,John Brown,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,4/10/2019,4/3/2019,Jared Smith,JDE Support Team,11,5,N/A,N/A,New Ticket,No
111156,3/26/2019,DEV NOT ACCESSIBLE,John Brown,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,4/10/2019,3/27/2019,Jared Smith,SAP Support Team,26,9,N/A,N/A,Close Ticket,Yes
111104,2/1/2019,Timed out transactions in the worklist of approver,Jasper John,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,4/10/2019,2/1/2019,Jared Smith,JDE Support Team,6,1,N/A,N/A,New Ticket,Yes
111130,2/18/2019,VPN,Jasper John,jwirght@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,4/1/2019,2/18/2019,Stellar Murad,JDE Support Team,12,1,N/A,N/A,New Ticket,Yes
111112,2/1/2019,Error Message upon Clicking the Responsibility,Aurora Miller,vic.vincent@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,4/1/2019,2/1/2019,Stellar Murad,JDE Support Team,8,2,N/A,N/A,New Ticket,Yes
111111,2/1/2019,Preparation for 9.2 Upgrade,Jasper John,jbrown@outlook.com,Normal,SAP JDE Support Department,Request,Email,Closed,4/1/2019,2/1/2019,Stellar Murad,SAP Support Team,26,7,N/A,N/A,New Ticket,Yes
111110,2/1/2019,Deferred Status AME Approval Expense Report,Jasper John,wroberts@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,4/1/2019,2/1/2019,Stellar Murad,JDE Support Team,7,1,N/A,N/A,New Ticket,Yes
111109,2/1/2019,Query Report Scheduler Issue,John Brown,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,4/1/2019,2/1/2019,Stellar Murad,SAP Support Team,9,2,N/A,N/A,New Ticket,No
111107,2/1/2019,Class Roster.,John Brown,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,4/1/2019,N/A,Stellar Murad,SAP Support Team,13,2,N/A,N/A,New Ticket,No
111100,1/31/2019,Issue with Workflow Administrator Responsibility,Pradeep Sharma,wroberts@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,4/1/2019,2/1/2019,Stellar Murad,JDE Support Team,8,1,N/A,N/A,New Ticket,No
111141,3/5/2019,List of Master Data in SAP,Roland Brown,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,4/1/2019,3/6/2019,Jared Smith,SAP Support Team,18,4,N/A,N/A,Close Ticket,Yes
111148,3/19/2019,DEV Instance,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,3/27/2019,3/20/2019,Jared Smith,SAP Support Team,6,0,N/A,N/A,New Ticket,No
111127,2/13/2019,View PMP reports of all users,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Request,Other,Closed,3/25/2019,8/14/2021,Jared Smith,JDE Support Team,15,4,N/A,N/A,New Ticket,No
111142,3/11/2019,Excel-to-CI Incomplete Fields,John Brown,jbrown@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/22/2019,3/12/2019,Jared Smith,SAP Support Team,10,2,N/A,N/A,New Ticket,No
111139,3/4/2019,Error Page upon log in to JDE Prod (04 Mar 2019),Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/20/2019,3/4/2019,Jared Smith,JDE Support Team,12,1,N/A,N/A,New Ticket,No
111101,1/31/2019,Error in Accessing Authority to HIRE,Vic Vincent,vic.vincent@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,3/20/2019,2/1/2019,Jared Smith,JDE Support Team,8,1,N/A,N/A,New Ticket,No
111125,2/8/2019,Development Instance (. 83 ),Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,3/19/2019,2/8/2019,Jared Smith,SAP Support Team,8,0,N/A,N/A,New Ticket,No
111144,3/14/2019,Attach/Link an Approver Group to a Rule,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,3/19/2019,3/15/2019,Jared Smith,JDE Support Team,7,1,N/A,N/A,New Ticket,No
111135,2/20/2019,Missing Contents in table,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/18/2019,2/20/2019,Jared Smith,JDE Support Team,18,4,N/A,N/A,New Ticket,No
111134,2/20/2019,BATCH ELEMENT ENTRY ERROR,Wilson Campus,wilson.campus@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/13/2019,2/20/2019,Jared Smith,JDE Support Team,7,1,N/A,N/A,New Ticket,Yes
111140,3/4/2019,Request and Disable Account,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,3/8/2019,3/4/2019,Jared Smith,SAP Support Team,9,0,N/A,N/A,New Ticket,No
111132,2/19/2019,Authority to Hire Page Disabled,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/5/2019,2/19/2019,Jared Smith,JDE Support Team,24,7,N/A,N/A,New Ticket,Yes
111102,1/31/2019,JDE Display Error upon Clicking HR Professional,Vic Vincent,vic.vincent@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,3/5/2019,2/1/2019,Jared Smith,JDE Support Team,6,2,N/A,N/A,New Ticket,No
111137,2/26/2019,Excel-to-ci,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Request,Web,Closed,3/2/2019,2/26/2019,Jared Smith,SAP Support Team,11,11,N/A,N/A,New Ticket,Yes
111105,2/1/2019,Generating CHED_FT_2018 report,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,2/20/2019,2/1/2019,Jose Satary,SAP Support Team,9,1,N/A,N/A,New Ticket,No
111126,2/12/2019,Student is not appearing on the Classroster,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,2/20/2019,2/13/2019,Jose Satary,SAP Support Team,5,1,N/A,N/A,New Ticket,No
111103,2/1/2019,Issue on report paths,Kezia Richards,keziar@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,2/2/2019,2/1/2019,Jose Satary,JDE Support Team,8,1,N/A,N/A,Close Ticket,Yes
2,7/30/2018,System is busy.,Roland Brown,rbrown@yahoo.com,Normal,Internal Technical Department,,Web,Closed,8/9/2018,8/1/2018,Jose Satary,Hardware Team,3,0,N/A,N/A,,No
111395,3/2/2020,Separate Remittance Advices Setup,Erick White,ewhite@yahoo.com,Low,SAP JDE Support Department,Request,Web,Open,3/31/2021,9/1/2022,Jose Satary,JDE Support Team,112,21,NON-PROD,TEST,New Ticket,Yes
111119,2/4/2019,Error adding new tables on Audit Trail,Kimberly Jones,kjones@outlook.com,Low,SAP JDE Support Department,Incident / Problem,Web,Open,3/29/2021,8/4/2021,Jose Satary,JDE Support Team,76,14,NON-PROD,PRODUCTION,New Ticket,Yes
111543,10/27/2020,Set Timeout in Oracle Workflow,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Request,Web,Open,3/24/2021,4/27/2023,Jose Satary,JDE Support Team,16,1,NON-PROD,TEST,Open,No
111531,10/9/2020,Vacation Leave Rule,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Request,Web,Open,3/18/2021,4/9/2023,Jose Satary,JDE Support Team,21,2,NON-PROD,TEST,Open,No
111481,8/11/2020,Exclude Public Holidays from Absence Duration,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Request,Web,Closed,3/5/2021,8/12/2020,Jared Smith,JDE Support Team,22,5,NON-PROD,TEST,Close Ticket,Yes
111515,9/30/2020,Submission of Leave,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Request,Web,Closed,2/19/2021,10/1/2020,Jared Smith,JDE Support Team,23,2,NON-PROD,TEST,Close Ticket,No
111400,3/11/2020,Assistance for iProcurement Page Personalization,Riza Richardson,rrichardson@mailinator.com,Low,SAP JDE Support Department,Request,Web,Closed,2/16/2021,3/12/2020,Jared Smith,JDE Support Team,57,8,NON-PROD,PRODUCTION,Close Ticket,Yes
111578,12/10/2020,Clear Cache Browser Concern,Aurora Miller,aurora.miller@outlook.com,Low,SAP JDE Support Department,Request,Web,Closed,2/10/2021,12/11/2020,Jared Smith,SAP Support Team,12,1,PROD,PRODUCTION,Close Ticket,No
111591,1/12/2021,Instance Connection Details,Troy Daniels,troy.daniels@outlook.com,Low,SAP JDE Support Department,Request,Web,Closed,1/29/2021,1/13/2021,Jared Smith,JDE Support Team,11,2,NON-PROD,TEST,Close Ticket,No
111508,9/28/2020,Vacation Leave Issue,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Request,Web,Open,1/25/2021,3/29/2023,Jose Satary,JDE Support Team,15,2,NON-PROD,TEST,Open,No
111589,1/6/2021,View Leave Balance Error Page,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,1/18/2021,1/7/2021,Jared Smith,JDE Support Team,6,2,NON-PROD,TEST,Close Ticket,Yes
111445,6/16/2020,Procedure or Document about Refreshing DB,Aurora Miller,aurora.miller@outlook.com,Low,SAP JDE Support Department,Request,Web,Open,12/11/2020,12/15/2022,Jose Satary,SAP Support Team,4,0,NON-PROD,DEVELOPMENT,New Ticket,No
111579,12/11/2020,SPMS Report,Jane Wilberts,jwilberts@mailinator.com,Low,SAP JDE Support Department,Request,Web,Open,12/11/2020,6/12/2023,Jose Satary,JDE Support Team,4,0,NON-PROD,TEST,New Ticket,No
111540,10/22/2020,Training Process Name,Troy Daniels,troy.daniels@outlook.com,Low,SAP JDE Support Department,Request,Web,Open,11/20/2020,4/23/2023,Jose Satary,JDE Support Team,5,0,NON-PROD,TEST,New Ticket,Yes
111537,10/19/2020,Application of Leave Error,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Incident / Problem,Web,Open,10/19/2020,4/20/2023,Jose Satary,JDE Support Team,4,1,NON-PROD,TEST,Open,No
111532,10/9/2020,"9.2 Dev DB backup, then restore to 9.2 Test",Aurora Miller,aurora.miller@outlook.com,Low,SAP JDE Support Department,Request,Web,Open,10/9/2020,4/10/2023,Jose Satary,SAP Support Team,2,0,NON-PROD,DEVELOPMENT,New Ticket,No
111477,7/27/2020,Apply Patch,Aurora Miller,aurora.miller@outlook.com,Low,SAP JDE Support Department,Request,Web,Closed,9/1/2020,7/28/2020,Jared Smith,SAP Support Team,5,0,NON-PROD,DEVELOPMENT,Close Ticket,No
111472,7/17/2020,Error upon saving template,Marvin Peters,mpeters@outlook.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,7/28/2020,7/17/2020,Jared Smith,SAP Support Team,18,1,NON-PROD,DEVELOPMENT,Close Ticket,Yes
111465,7/9/2020,test,Jovan Brown,jovan_brown@mailinator.com,Low,Internal Technical Department,Incident / Problem,Web,Open,7/9/2020,7/10/2020,Raya Musk,Help Desk Team,1,0,NON-PROD,TEST,New Ticket,Yes
111433,6/3/2020,Request ECI for the Student Advisor Page,Aurora Miller,aurora.miller@outlook.com,Low,SAP JDE Support Department,Request,Web,Closed,6/26/2020,N/A,Jared Smith,SAP Support Team,18,3,NON-PROD,DEVELOPMENT,New Ticket,Yes
111427,5/29/2020,Inactive session in Web Server,John Brown,jbrown@outlook.com,Low,SAP JDE Support Department,Request,Web,Closed,6/19/2020,N/A,Jared Smith,SAP Support Team,4,0,NON-PROD,DEVELOPMENT,New Ticket,Yes
111405,4/3/2020,DV Approval,Kenex Willows,kwillows@yahoo.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,6/16/2020,N/A,Jared Smith,JDE Support Team,11,4,PROD,PRODUCTION,New Ticket,Yes
111422,5/15/2020,JDE Error Page After Prod Activity,Kenex Willows,kwillows@yahoo.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,6/16/2020,N/A,Jared Smith,JDE Support Team,9,2,PROD,PRODUCTION,New Ticket,Yes
111414,4/17/2020,Run SQR file in CS 9.2,John Brown,jbrown@outlook.com,Low,SAP JDE Support Department,Request,Web,Open,6/1/2020,10/17/2022,Raya Musk,SAP Support Team,7,0,NON-PROD,DEVELOPMENT,New Ticket,Yes
111392,2/27/2020,Tagging Completion Error,Jasper John,jasper.john@gmail.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,4/2/2020,N/A,Jared Smith,SAP Support Team,25,5,PROD,DEVELOPMENT,New Ticket,No
111394,3/2/2020,No search results returned in CS 9.2,John Brown,jbrown@outlook.com,Low,SAP JDE Support Department,Request,Web,Closed,3/3/2020,N/A,Jared Smith,SAP Support Team,7,1,NON-PROD,DEVELOPMENT,New Ticket,No
111285,8/9/2019,Removing Student program/plan.,Jasper John,jasper.john@gmail.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,12/13/2019,8/10/2019,Jared Smith,SAP Support Team,26,2,N/A,N/A,New Ticket,Yes
111295,9/2/2019,Restart of Instances,Aurora Miller,aurora.miller@outlook.com,Low,SAP JDE Support Department,Request,Web,Closed,11/14/2019,9/3/2019,Jared Smith,SAP Support Team,13,0,N/A,N/A,Close Ticket,Yes
111287,8/14/2019,Integration Gateway Error,John Brown,jbrown@outlook.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,8/27/2019,8/15/2019,Jared Smith,SAP Support Team,7,2,N/A,N/A,New Ticket,Yes
111241,6/25/2019,Project Migration from DEV to PROD Instance,John Brown,jbrown@outlook.com,Low,SAP JDE Support Department,Request,Web,Closed,8/27/2019,6/25/2019,Jared Smith,SAP Support Team,26,14,N/A,N/A,New Ticket,Yes
111270,7/24/2019,java.lang.NullPointerException in DEV environment,John Brown,jbrown@outlook.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,7/26/2019,7/24/2019,Jared Smith,SAP Support Team,7,1,N/A,N/A,Close Ticket,Yes
111218,5/30/2019,Unable to show the Class in AA UI / Report,John Brown,jbrown@outlook.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,7/22/2019,N/A,Jared Smith,SAP Support Team,36,1,N/A,N/A,Close Ticket,No
111239,6/20/2019,We cannot find UP_FORM5_1.,Jasper John,jasper.john@gmail.com,Low,SAP JDE Support Department,Request,Web,Closed,7/15/2019,6/21/2019,Jared Smith,SAP Support Team,9,1,N/A,N/A,Close Ticket,Yes
111257,7/10/2019,Open VPN Accounts,Jasper John,jasper.john@gmail.com,Low,SAP JDE Support Department,Request,Web,Closed,7/15/2019,7/10/2019,Jared Smith,AWS Team,5,0,N/A,N/A,Close Ticket,Yes
111236,6/19/2019,SAP Dev Instance not Accessible,Aurora Miller,aurora.miller@outlook.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,7/1/2019,6/20/2019,Jared Smith,SAP Support Team,10,2,N/A,N/A,Close Ticket,Yes
111202,5/15/2019,Can't access Dev. Instance,Jasper John,jasper.john@gmail.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,6/14/2019,5/16/2019,Jared Smith,SAP Support Team,14,3,N/A,N/A,Close Ticket,Yes
111205,5/17/2019,Faculty Roles for Viewing Query Report,Jasper John,jasper.john@gmail.com,Low,SAP JDE Support Department,Request,Web,Closed,5/17/2019,5/18/2019,Jared Smith,SAP Support Team,6,2,N/A,N/A,New Ticket,Yes
111128,2/15/2019,Component Interface based Web Services ERROR,John Brown,jbrown@outlook.com,Low,SAP JDE Support Department,Request,Web,Closed,3/5/2019,2/16/2019,Jared Smith,SAP Support Team,21,2,N/A,N/A,New Ticket,Yes
111124,2/8/2019,WGET.SH Error Encountered,John Brown,jbrown@outlook.com,Low,SAP JDE Support Department,Request,Web,Closed,2/13/2019,2/8/2019,Raya Musk,SAP Support Team,9,3,N/A,N/A,New Ticket,No
694807,11/6/2018,[HELP] Update Process Maker,Pradeep Sharma,pradeep.sharma@outlook.com,Low,Internal Technical Department,Incident / Problem,Web,Open,11/6/2018,11/7/2018,Jose Satary,Workday Team,2,0,N/A,N/A,New Ticket,Yes
694809,7/11/2018,GMP-infra,Roland Brown,rbrown@yahoo.com,Low,Internal Technical Department,,Web,Closed,7/11/2018,7/13/2018,Jose Satary,Workday Team,2,0,N/A,N/A,,Yes
